AIRLINE,ORIGIN AIRPORT,DESTINATION AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELlATION
OO,DEN,OMA,9,24,0
DL,ATL,STL,-1,-17,0
HA,HNL,LIH,6,9,0
OO,BIS,DEN,-1,23,0
OO,SFO,BUR,-7,-5,0
OO,SJC,LAX,-5,-9,0
OO,SFO,RDD,48,48,0
OO,BFL,IAH,14,3,0
UA,BOS,EWR,14,33,0
UA,LAS,CLE,1,-8,0
DL,ALB,ATL,-8,-11,0
OO,MSO,DEN,35,54,0
UA,LAX,ORD,-2,1,0
US,LAX,PHX,-4,9,0
WN,ABQ,OAK,10,3,0
WN,ATL,BDL,56,41,0
WN,BOS,BWI,19,16,0
WN,DEN,DTW,31,45,0
WN,MCO,ISP,65,60,0
WN,MDW,LAX,-3,-21,0
WN,MSY,BNA,24,18,0
WN,PDX,ABQ,10,10,0
WN,PHX,OKC,17,10,0
WN,RSW,BWI,10,18,0
WN,IND,MCO,8,2,0
WN,CAK,MCO,5,-5,0
WN,DAL,AUS,16,21,0
WN,SAT,MCO,10,17,0
AA,SFO,JFK,15,40,0
AA,LAX,BOS,-4,37,0
AA,MIA,ORD,-6,-28,0
AA,DFW,SNA,10,1,0
AA,DFW,TUS,6,-8,0
AA,ORD,DCA,-5,10,0
AA,SAT,DFW,28,25,0
AA,DFW,CMH,137,118,0
AA,PSP,ORD,28,58,0
B6,SAV,BOS,3,-9,0
B6,PWM,JFK,-6,7,0
B6,LAX,JFK,44,44,0
AA,MIA,DFW,-5,-9,0
DL,SAN,JFK,-3,6,0
DL,CLT,ATL,0,5,0
DL,PHL,ATL,-1,-6,0
DL,ATL,LGA,6,-6,0
DL,TPA,ATL,13,18,0
DL,PSP,MSP,-3,12,0
DL,FLL,ATL,14,5,0
DL,LGA,FLL,-6,-13,0
EV,LAW,DFW,-4,0,0
EV,CLT,DTW,15,18,0
EV,SYR,IAD,-3,12,0
MQ,JAN,DFW,23,55,0
MQ,DFW,JAN,33,47,0
MQ,CMH,JFK,2,-4,0
MQ,ASE,DFW,122,122,0
MQ,IND,JFK,49,55,0
MQ,CHA,DFW,40,44,0
MQ,LFT,DFW,-200,-200,1
NK,LGA,DFW,2,4,0
OO,GEG,SLC,11,16,0
OO,SFO,SBP,-6,,0
OO,PDX,SEA,65,70,0
OO,MBS,ORD,-2,16,0
OO,EUG,SFO,0,-6,0
OO,LAX,HDN,88,85,0
UA,EWR,SFO,63,57,0
DL,IND,ATL,15,9,0
DL,SRQ,ATL,-2,3,0
EV,IAD,PIT,34,27,0
DL,HDN,ATL,51,83,0
EV,LNK,DEN,-2,-5,0
OO,ASE,DEN,80,118,0
B6,FLL,BOS,0,-9,0
DL,ATL,VPS,-1,-11,0
EV,GUC,DEN,36,64,0
HA,HNL,LIH,0,3,0
OO,FCA,DEN,35,25,0
OO,SNA,SFO,48,35,0
UA,DEN,IAD,18,42,0
DL,JAC,ATL,19,18,0
EV,IAH,RIC,3,8,0
EV,GRK,ATL,14,14,0
EV,CLT,EWR,51,52,0
UA,IAH,ORD,89,43,0
UA,IAH,SFO,134,116,0
UA,SFO,PHX,1,-13,0
UA,IAH,EWR,74,72,0
UA,IAH,DCA,7,7,0
US,BOS,CLT,-5,8,0
US,BNA,CLT,-4,0,0
US,STL,CLT,-7,1,0
WN,DEN,SEA,-2,38,0
WN,MDW,MEM,23,23,0
WN,PHX,AUS,-3,-9,0
WN,PHX,DAL,57,53,0
WN,PIT,MDW,45,37,0
WN,ROC,TPA,5,-1,0
WN,SAN,MSY,9,15,0
WN,LAS,DSM,14,5,0
WN,LAS,DTW,27,15,0
WN,LAS,RNO,-5,-4,0
WN,MCI,DAL,32,45,0
WN,MCI,MDW,1,-8,0
UA,IAH,TPA,32,17,0
WN,BWI,CMH,7,-1,0
WN,BWI,ECP,28,23,0
WN,BWI,RDU,8,6,0
WN,CAK,ATL,6,10,0
WN,CMH,PHX,-1,-20,0
WN,SFO,LAX,6,23,0
WN,SJC,SAN,-2,-4,0
AA,LAX,MIA,10,15,0
AA,DFW,SJC,13,9,0
AA,DFW,HOU,27,33,0
AA,DAY,DFW,-2,-15,0
AA,DFW,BDL,10,0,0
AA,DCA,MIA,30,14,0
AA,DFW,CLT,135,126,0
AA,ORD,MCO,-200,-200,1
AA,DFW,AUS,33,32,0
AA,DFW,MSP,-5,-25,0
AS,KOA,PDX,-9,-28,0
AA,DFW,MSY,19,29,0
DL,EGE,MSP,38,52,0
DL,MIA,ATL,23,29,0
DL,MTJ,ATL,-4,33,0
EV,IAH,BNA,8,-2,0
EV,IAH,CLL,-8,-16,0
EV,IAH,BHM,32,37,0
EV,IAH,CLT,318,330,0
EV,IAH,VPS,68,106,0
EV,IAH,BTR,4,16,0
EV,IAH,LCH,67,62,0
F9,ORD,IAD,279,277,0
HA,OGG,OAK,146,156,0
MQ,CRP,DFW,-200,-200,1
MQ,ORD,GRR,27,22,0
MQ,DFW,AMA,-200,-200,1
EV,IAH,TYR,74,62,0
OO,SFO,RNO,-5,-12,0
OO,IAH,ELP,0,-4,0
OO,SFO,MTJ,34,41,0
OO,SFO,JAC,11,7,0
OO,CPR,SLC,-8,-16,0
UA,PHX,DEN,-11,-11,0
UA,IAD,ORD,25,27,0
DL,SMF,ATL,31,44,0
EV,LFT,IAH,69,89,0
OO,LAS,SEA,74,78,0
UA,BZN,EWR,152,154,0
UA,LAX,HNL,4,17,0
B6,LGB,LAS,11,1,0
DL,HOU,ATL,37,66,0
HA,HNL,OGG,8,10,0
HA,OGG,KOA,27,26,0
OO,SFO,ONT,7,22,0
OO,COD,SLC,13,18,0
UA,SFO,SAN,2,-5,0
DL,MKE,ATL,-2,18,0
DL,MCI,ATL,18,19,0
EV,CHS,EWR,12,3,0
EV,ATL,GTR,3,-2,0
NK,FLL,STT,58,64,0
OO,BJI,MSP,-7,-7,0
UA,LAX,SFO,9,8,0
UA,EGE,DEN,128,144,0
UA,IAH,FLL,71,60,0
EV,ORD,MEM,-4,9,0
OO,DEN,RKS,66,93,0
UA,LAX,IAH,53,54,0
UA,EWR,EGE,9,-9,0
UA,IAH,PHL,5,-6,0
US,IAH,PHL,38,45,0
US,PVD,CLT,5,6,0
US,MSY,CLT,-3,0,0
VX,LAX,EWR,49,28,0
WN,ATL,MDW,18,-2,0
WN,AUS,HOU,19,26,0
WN,DEN,MCI,32,48,0
WN,DEN,MDW,26,27,0
WN,ELP,PHX,5,6,0
WN,MDW,DCA,20,5,0
WN,MDW,MCO,5,6,0
WN,MDW,OMA,33,27,0
WN,MDW,SAT,3,16,0
WN,OAK,SAN,6,-3,0
WN,OMA,MDW,20,7,0
WN,PBI,PHL,65,60,0
WN,PHL,MDW,7,-16,0
WN,PHX,LAX,13,3,0
WN,DAL,DCA,17,1,0
WN,DAL,PHX,20,15,0
WN,SMF,BUR,11,14,0
WN,SMF,SEA,3,16,0
WN,SNA,SFO,1,-13,0
WN,TUL,LAS,14,0,0
AA,JFK,BOS,73,77,0
AA,ORD,JFK,69,78,0
AA,EGE,MIA,47,47,0
AA,SJC,DFW,85,99,0
AA,CLT,ORD,-1,-7,0
AA,LAX,DFW,47,46,0
AS,SFO,PDX,-10,5,0
B6,RSW,BOS,47,40,0
B6,PBI,BDL,14,52,0
DL,JFK,SFO,-3,-30,0
DL,LAX,JFK,43,62,0
EV,BRO,DFW,29,18,0
EV,IAH,CRW,8,3,0
EV,IAH,PNS,26,34,0
EV,EWR,MSY,37,54,0
EV,CHS,LGA,45,58,0
EV,IND,ORD,-9,-20,0
MQ,HPN,ORD,12,32,0
MQ,CLE,JFK,42,65,0
MQ,XNA,DFW,14,15,0
MQ,CVG,JFK,-2,13,0
OO,LAX,SAN,40,41,0
MQ,DCA,JFK,37,27,0
OO,YUM,PHX,-2,-7,0
MQ,DFW,LRD,47,63,0
DL,SJU,JFK,-5,1,0
EV,ATW,DTW,92,100,0
B6,DCA,FLL,-4,-22,0
DL,ATL,MEM,14,4,0
DL,FLL,DTW,-1,-27,0
EV,IAH,LEX,97,85,0
EV,IAH,LIT,213,,0
EV,BTV,LGA,-9,-25,0
EV,IAH,MKE,6,-23,0
OO,LAX,FAT,45,42,0
OO,SFO,PSP,1,6,0
OO,DEN,LAR,0,,0
UA,IAD,MCO,-5,-24,0
EV,CMH,EWR,16,24,0
OO,OAK,LAX,80,79,0
UA,IAH,DEN,42,23,0
US,FLL,CLT,-200,-200,1
B6,JFK,MCO,-3,-25,0
DL,ATL,BOS,10,-12,0
DL,DCA,ATL,-7,-13,0
EV,IAH,SDF,5,-9,0
EV,CRP,IAH,158,156,0
NK,MCO,SJU,21,31,0
OO,IAH,CLE,126,97,0
OO,ORD,SLC,-1,12,0
UA,SAN,IAH,-12,12,0
UA,EWR,ORD,89,118,0
UA,SFO,IAD,21,11,0
UA,IAH,LAX,95,80,0
UA,SFO,LAX,20,10,0
UA,SFO,CLE,-3,-13,0
US,CLT,PHX,35,23,0
US,LGA,CLT,-4,-8,0
US,CLT,PBI,8,5,0
US,BOS,DCA,-8,-4,0
VX,EWR,LAX,-4,1,0
VX,JFK,LAX,8,-9,0
VX,DAL,LAX,9,-2,0
WN,ATL,PIT,4,-7,0
WN,BNA,SAT,0,4,0
WN,DEN,BOI,35,60,0
WN,DSM,LAS,3,-12,0
WN,HOU,DAL,15,14,0
WN,MCO,MSY,-4,-19,0
WN,MDW,CMH,44,60,0
WN,RDU,BWI,-2,-4,0
WN,HRL,AUS,46,41,0
WN,LAS,BHM,2,23,0
WN,LAS,LAX,19,41,0
WN,LAS,SEA,44,47,0
WN,LAX,MDW,40,32,0
WN,MAF,DAL,30,32,0
WN,MCO,ATL,9,12,0
UA,IAH,IAD,2,-9,0
WN,DAL,HOU,5,13,0
WN,SMF,ONT,44,37,0
WN,SNA,PHX,-1,3,0
WN,TPA,ATL,54,59,0
AA,DFW,MCI,62,49,0
AA,DFW,ATL,31,25,0
AA,ORD,BOS,-7,-11,0
AA,DFW,ONT,55,35,0
AA,DFW,SJU,9,27,0
AA,TUS,DFW,20,16,0
AA,IAD,DFW,1,1,0
AA,DFW,DEN,13,4,0
AA,ORD,TPA,15,26,0
AA,EWR,DFW,189,206,0
AA,DFW,GUC,-3,-4,0
AS,SFO,SEA,4,13,0
AS,PDX,SFO,-2,-13,0
AS,LAX,SEA,3,5,0
AS,LAS,SEA,48,47,0
B6,BOS,MCO,71,64,0
B6,MCO,RIC,-6,-9,0
B6,MCO,AUS,8,31,0
DL,SNA,MSP,-2,-5,0
DL,MSP,BOS,7,-8,0
DL,JAX,ATL,4,0,0
DL,ATL,SRQ,4,1,0
DL,MSP,ORD,49,44,0
DL,LAS,JFK,-4,3,0
DL,MIA,MSP,-4,-20,0
DL,CHS,ATL,-4,10,0
DL,SFO,JFK,16,25,0
DL,EWR,ATL,-2,-16,0
DL,MSP,ATL,10,18,0
DL,LGA,ATL,4,12,0
DL,PDX,MSP,-4,6,0
DL,ATL,SEA,2,-14,0
DL,SAN,SLC,-3,11,0
DL,MSP,RSW,8,14,0
DL,MCO,LGA,2,8,0
DL,MSP,STL,16,15,0
DL,RSW,CVG,-12,-10,0
EV,DFW,CRW,113,108,0
EV,LGA,CLE,-6,6,0
EV,IAH,DTW,27,2,0
EV,MOB,ATL,26,31,0
EV,IAD,DTW,-5,-12,0
EV,ATL,HPN,-200,-200,1
EV,GSP,ATL,12,30,0
EV,EVV,ATL,-5,-9,0
EV,ORD,CLT,21,28,0
MQ,DFW,ASE,154,174,0
MQ,HSV,DFW,52,56,0
MQ,DFW,DSM,-1,-5,0
MQ,DFW,MAF,11,64,0
MQ,MIA,EYW,-9,13,0
OO,IAH,GRR,17,1,0
OO,SFO,SBA,2,-3,0
OO,DEN,SLC,2,26,0
OO,IDA,SLC,6,-12,0
OO,SEA,PDX,87,71,0
OO,PSP,SLC,126,121,0
OO,ORD,DCA,30,42,0
OO,MMH,DEN,-5,23,0
OO,COS,ORD,17,10,0
MQ,ORD,BNA,19,26,0
UA,FLL,EWR,49,33,0
EV,IAH,OMA,-6,-21,0
EV,JAX,LGA,1,-20,0
UA,LAX,JFK,-6,-7,0
UA,HNL,LAX,7,54,0
EV,IAH,TYS,136,129,0
EV,SAF,DEN,-200,-200,1
UA,LAS,IAH,62,61,0
UA,JAC,ORD,40,37,0
DL,ATL,MCO,16,8,0
DL,MCO,JFK,20,14,0
EV,BNA,IAD,-3,-14,0
OO,BZN,SLC,24,21,0
US,CLT,MCO,1,-7,0
DL,ATL,FLL,-3,-1,0
DL,ATL,ECP,32,24,0
EV,IAH,MSP,75,56,0
OO,FCA,ORD,23,44,0
OO,FAT,DEN,15,31,0
OO,LGB,SLC,20,19,0
UA,IAH,MIA,26,16,0
UA,EWR,MCO,-4,-6,0
US,CLT,IAH,-5,7,0
US,DFW,PHL,54,51,0
US,CLT,DFW,-1,-11,0
US,CLT,TPA,-3,-6,0
US,CLT,LGA,1,-18,0
WN,HOU,BOS,34,23,0
WN,RDU,MDW,15,3,0
WN,ICT,MDW,11,-13,0
WN,LAS,SJC,-4,-12,0
WN,LAX,BWI,21,8,0
WN,MCI,SAN,3,-23,0
UA,SFO,DEN,11,8,0
WN,SJU,MCO,-6,-4,0
WN,STL,DAL,14,16,0
AA,DFW,HNL,24,10,0
AA,DEN,ORD,47,86,0
AA,DFW,MFE,15,23,0
AA,DFW,IND,58,48,0
AA,DFW,SAN,-3,-13,0
AA,MIA,BOS,70,61,0
AA,DFW,IAH,59,66,0
AA,MIA,JFK,18,8,0
AA,DFW,BNA,51,47,0
AA,DFW,LAX,-4,-9,0
AA,DFW,PBI,75,75,0
AS,OAK,SEA,14,29,0
AS,LAX,DCA,-1,2,0
B6,RSW,JFK,-3,28,0
DL,LAX,MSP,0,3,0
DL,SFO,DTW,-1,-2,0
EV,IND,EWR,50,50,0
EV,CAE,ATL,53,51,0
EV,ATL,MYR,-2,1,0
F9,MCO,DEN,12,2,0
HA,HNL,PHX,34,39,0
HA,OGG,LIH,13,25,0
MQ,DFW,VPS,40,41,0
MQ,SYR,ORD,72,81,0
MQ,ORD,DAY,-7,-8,0
MQ,MHK,ORD,36,43,0
MQ,CID,ORD,-200,-200,1
MQ,JFK,DCA,5,16,0
NK,TPA,DFW,49,60,0
OO,LAX,SJC,-9,2,0
OO,SUN,SLC,-9,26,0
OO,IAH,CVG,3,0,0
OO,IMT,MSP,5,-2,0
UA,SAN,SFO,-9,-7,0
UA,SEA,IAD,57,34,0
OO,FSD,DEN,21,51,0
OO,BOI,ORD,-1,7,0
B6,SJU,JFK,-1,1,0
OO,SAN,LAX,161,169,0
UA,LAX,EWR,3,6,0
DL,DEN,ATL,-1,31,0
EV,EWR,AVL,7,22,0
EV,TUL,IAH,29,38,0
AA,BWI,MIA,-2,-12,0
B6,FLL,DCA,-6,6,0
DL,JAN,ATL,1,5,0
DL,SMF,MSP,16,15,0
HA,ITO,HNL,23,26,0
OO,FSD,MSP,-10,-5,0
US,PHX,MSP,13,8,0
US,CLT,PHL,136,150,0
US,PHX,CLT,2,3,0
US,PHX,PHL,70,136,0
US,CLT,MSP,7,12,0
WN,FNT,MCO,15,8,0
WN,GRR,MCO,27,48,0
WN,HOU,PHX,31,21,0
WN,OAK,LAX,9,26,0
WN,SAN,BWI,-11,-16,0
WN,HOU,SAN,10,-15,0
WN,IAD,DEN,10,0,0
WN,LAS,ONT,11,8,0
WN,MCI,ATL,18,18,0
UA,ORD,IAD,11,10,0
WN,BUR,OAK,16,12,0
WN,BWI,MHT,-1,-4,0
WN,CMH,MDW,26,20,0
WN,TUS,LAX,7,1,0
AA,JAC,DFW,-6,4,0
AA,SFO,DFW,-3,-25,0
AA,CLE,DFW,6,-3,0
AA,OKC,DFW,11,15,0
AA,ORD,LAX,37,28,0
AS,SEA,SLC,-7,-14,0
B6,JFK,PBI,-6,-9,0
B6,SFO,LGB,-4,-9,0
DL,FLL,MSP,-4,-34,0
DL,DFW,ATL,21,24,0
DL,MSP,DCA,6,11,0
DL,MSP,MCO,-3,-2,0
EV,ORD,ERI,7,1,0
EV,ORD,LAN,15,27,0
EV,HRL,IAH,116,112,0
EV,ORD,STL,16,20,0
EV,ORD,CRW,38,35,0
EV,ORD,MSP,4,-2,0
MQ,SGF,DFW,19,26,0
MQ,VPS,DFW,80,94,0
MQ,ORD,RIC,-1,-4,0
MQ,ORD,CMI,-200,-200,1
MQ,ORD,EVV,33,43,0
MQ,DFW,FSM,-200,-200,1
MQ,AMA,DFW,89,80,0
MQ,TYR,DFW,67,66,0
MQ,ORD,GRB,38,45,0
OO,ORD,PAH,-4,5,0
OO,ORD,EAU,217,214,0
OO,BOI,SLC,2,-13,0
OO,SFO,SLC,-9,-12,0
OO,MSP,BIS,-4,-11,0
HA,LIH,OGG,1,22,0
OO,CMX,ORD,2,15,0
OO,ORD,DAY,48,42,0
OO,GTF,DEN,-200,-200,1
OO,SMF,SFO,7,-3,0
OO,ORD,LGA,108,110,0
OO,ORD,PIA,-10,-6,0
OO,BZN,LAX,24,7,0
EV,TLH,ATL,-8,13,0
EV,ORD,CAK,24,24,0
MQ,MIA,TLH,-5,4,0
EV,ORD,RIC,-2,6,0
OO,MAF,DEN,13,21,0
OO,ORD,AVL,84,75,0
OO,SFO,SLC,36,36,0
OO,ORD,DLH,88,78,0
UA,PDX,SFO,29,8,0
UA,ORD,PIT,3,-4,0
UA,ORD,LAX,17,12,0
OO,GTF,SLC,0,6,0
UA,LAX,IAD,147,132,0
DL,SEA,MSP,5,-3,0
EV,IAH,ORF,-4,-11,0
EV,IAH,XNA,242,227,0
NK,FLL,LBE,18,11,0
OO,MSO,SLC,22,6,0
US,CLT,ATL,67,61,0
UA,ORD,SFO,19,15,0
B6,PBI,JFK,-11,-17,0
DL,JAC,SLC,21,18,0
EV,ORD,GRR,13,20,0
EV,ORD,BHM,86,86,0
EV,GPT,ATL,6,10,0
EV,RIC,MCO,335,329,0
OO,SAT,DEN,13,21,0
OO,BUR,DEN,-8,28,0
UA,HDN,IAD,69,85,0
UA,GEG,DEN,41,30,0
UA,SFO,ORD,-1,-8,0
US,CLT,SJU,28,25,0
US,CLT,BOS,-2,-17,0
US,PHX,DEN,47,57,0
US,MCO,DCA,-6,16,0
US,CLT,MCI,-2,-15,0
WN,ABQ,MCI,28,22,0
WN,ATL,HOU,32,44,0
WN,AUS,MSY,-2,-8,0
WN,EWR,AUS,20,42,0
WN,HOU,BWI,26,12,0
WN,MKE,LAS,-4,-11,0
WN,PHX,SAN,1,-6,0
WN,LAS,ABQ,40,31,0
WN,LGA,DAL,0,-2,0
UA,EWR,LAX,11,33,0
WN,BWI,LAS,4,-26,0
WN,BWI,PVD,1,-9,0
WN,SJC,SNA,13,8,0
WN,TPA,LAS,4,-19,0
AA,DFW,SAT,71,69,0
AA,DFW,SFO,0,-13,0
AA,MIA,CLT,-2,5,0
AA,LAS,DFW,-4,-6,0
AA,CLT,MIA,3,-5,0
AA,DFW,COS,55,48,0
AA,DFW,MCO,13,7,0
AA,BOS,DFW,-4,-8,0
AS,LAS,BLI,45,34,0
AS,SEA,DFW,6,-5,0
B6,SJU,BOS,-3,-13,0
DL,MSP,TPA,-2,-1,0
DL,PDX,SLC,18,20,0
DL,JFK,SLC,9,-10,0
DL,MSP,MKE,-1,-10,0
DL,MSP,IND,8,5,0
DL,SEA,SLC,35,26,0
DL,MIA,LGA,-4,36,0
EV,ISN,DEN,-6,-12,0
EV,ORD,CMH,36,36,0
F9,CLE,MCO,13,17,0
F9,DEN,TPA,-5,46,0
MQ,ABQ,ORD,2,4,0
MQ,DFW,SGF,7,4,0
MQ,MSN,ORD,-8,-35,0
MQ,DFW,ABI,10,12,0
MQ,DFW,GRK,45,42,0
OO,SFO,MRY,8,11,0
OO,SLC,SAN,-9,-27,0
OO,MKE,ORD,27,50,0
OO,PHX,GJT,-6,5,0
OO,PHX,SLC,1,7,0
OO,PHX,TUS,-1,-6,0
UA,ORD,BOS,3,1,0
UA,SRQ,ORD,19,5,0
UA,MCO,IAH,36,46,0
UA,LAS,LAX,17,24,0
AA,MIA,ORD,24,4,0
B6,JAX,DCA,-2,7,0
EV,JAX,EWR,16,10,0
EV,MSP,DEN,-5,-10,0
EV,ORD,LEX,25,32,0
EV,CMH,DEN,0,5,0
OO,PSP,IAH,45,57,0
B6,MCO,SJU,49,56,0
EV,BIL,DEN,-200,-200,1
OO,DEN,FCA,0,41,0
EV,MFE,IAH,290,284,0
EV,ORD,TVC,53,52,0
EV,XNA,IAH,10,29,0
EV,MOB,ORD,80,61,0
UA,ORD,FLL,25,18,0
B6,LGA,MCO,-1,-8,0
EV,MLI,ORD,42,44,0
UA,SFO,EWR,22,1,0
US,PHX,MCO,5,7,0
US,CLT,EWR,30,25,0
US,SFO,CLT,17,20,0
VX,LAS,SFO,-5,-1,0
WN,BNA,MCI,178,175,0
WN,DEN,AUS,12,24,0
WN,DEN,MCO,24,76,0
WN,DEN,PHX,12,18,0
WN,MCO,RDU,49,38,0
WN,MDW,BNA,12,26,0
WN,MDW,BOS,9,-6,0
WN,MDW,DTW,26,20,0
WN,MDW,RDU,7,16,0
WN,OAK,SNA,74,68,0
WN,PDX,PHX,37,26,0
WN,PHX,LAS,14,19,0
WN,PVD,MDW,120,116,0
WN,LAX,RNO,3,-3,0
WN,BUF,TPA,10,14,0
WN,BWI,PBI,10,0,0
WN,DAL,MCI,9,0,0
WN,SAN,SJC,10,4,0
WN,SJC,SEA,2,8,0
WN,SNA,DEN,11,13,0
WN,TPA,FLL,20,10,0
AA,HDN,DFW,20,40,0
AA,DEN,DFW,163,176,0
AA,ORD,LGA,51,46,0
AA,DFW,ORD,50,35,0
AA,BNA,DFW,-1,5,0
AS,LAX,PDX,-2,18,0
AS,DFW,SEA,0,8,0
B6,BOS,MSY,-7,-30,0
B6,MCO,BOS,-4,-17,0
DL,MSP,DTW,-5,-2,0
DL,LAX,SLC,168,167,0
DL,ATL,DCA,20,21,0
DL,SNA,SLC,-3,2,0
DL,ABQ,ATL,5,3,0
EV,DFW,TYS,9,0,0
EV,AGS,ATL,-5,0,0
EV,ORD,CWA,70,53,0
F9,TTN,MCO,258,248,0
HA,OGG,SJC,218,184,0
MQ,MAF,DFW,104,98,0
HA,HNL,KOA,11,10,0
MQ,DFW,SHV,50,65,0
MQ,ORD,OKC,32,39,0
MQ,OKC,ORD,109,96,0
OO,CID,DEN,8,12,0
OO,SEA,LAX,16,9,0
UA,SAN,IAD,7,-9,0
DL,PIT,ATL,0,-1,0
EV,ORD,SAV,-1,2,0
EV,GRB,ORD,-3,6,0
EV,ATL,MLU,-2,-12,0
UA,STT,IAD,21,14,0
DL,ELP,ATL,-6,-2,0
EV,MSP,RST,-4,-23,0
UA,ORD,RSW,-4,10,0
EV,SAV,ORD,109,105,0
UA,DEN,SFO,26,23,0
EV,BRO,IAH,87,81,0
EV,EWR,GRR,12,35,0
HA,KOA,HNL,2,4,0
OO,ASE,MSP,128,109,0
OO,SGU,DEN,0,3,0
UA,SFO,JFK,-6,45,0
US,PHX,DFW,-2,-4,0
US,PHX,ATL,0,8,0
US,PHX,IND,92,94,0
US,CLT,JFK,52,39,0
US,STT,PHL,-1,75,0
US,CLT,BWI,28,60,0
US,LAX,CLT,-4,8,0
VX,LAX,FLL,2,2,0
VX,DAL,LGA,12,0,0
VX,SFO,LAX,-1,-8,0
WN,BDL,MDW,-6,-18,0
WN,DCA,DAL,21,13,0
WN,DEN,LAS,28,46,0
WN,MCO,CMH,-1,-4,0
WN,MDW,BUF,16,7,0
WN,MDW,BWI,8,-7,0
WN,MDW,CLE,11,16,0
WN,MDW,PIT,23,28,0
WN,MSY,TPA,40,42,0
WN,OKC,DAL,-1,-1,0
WN,RSW,CAK,3,5,0
WN,SAN,LAS,1,-6,0
WN,LAX,SFO,5,-8,0
WN,LGA,MDW,37,47,0
WN,CLE,MDW,3,8,0
WN,CMH,TPA,8,3,0
WN,DAL,MSY,21,26,0
WN,SFO,ATL,10,,0
WN,SMF,PDX,12,14,0
AA,SAN,DFW,18,13,0
AA,PHL,MIA,-5,-16,0
AA,PHX,EWR,22,24,0
AA,DFW,TUL,48,46,0
AA,ORD,DFW,96,117,0
AS,FAI,ANC,-9,-14,0
AS,SEA,DEN,-2,7,0
AS,ANC,HNL,-5,-22,0
AS,OGG,SEA,39,16,0
DL,LAX,MSY,-2,6,0
DL,MSP,LGA,26,10,0
DL,ATL,DEN,2,-20,0
EV,IAH,SAV,330,317,0
EV,OMA,ATL,-11,-6,0
MQ,ORD,CLE,55,62,0
MQ,RST,ORD,-1,48,0
MQ,ELP,ORD,-6,-2,0
MQ,BUF,ORD,14,10,0
MQ,DFW,CLL,30,45,0
OO,ORD,MKE,36,39,0
OO,ASE,ORD,97,89,0
OO,MFR,SLC,32,13,0
MQ,ORF,JFK,-5,-27,0
AS,CDV,ANC,-24,-36,0
DL,SAT,ATL,11,4,0
EV,IAH,CAE,-1,4,0
EV,GTR,ATL,7,7,0
NK,OAK,LAS,-4,-11,0
OO,GCC,DEN,31,25,0
OO,ONT,DEN,-200,-200,1
B6,SJU,TPA,-7,2,0
UA,LAX,LAS,15,10,0
DL,JAC,MSP,50,44,0
EV,MAF,IAH,362,376,0
EV,AEX,ATL,9,4,0
EV,ATL,OAJ,12,16,0
MQ,ATL,ORD,45,29,0
OO,DFW,DEN,15,0,0
OO,ORD,MBS,66,66,0
OO,FAR,DEN,-1,4,0
US,BOI,PHX,15,11,0
AA,LGA,DFW,64,88,0
AS,BET,ANC,-10,-9,0
B6,JFK,BOS,-7,-14,0
B6,CHS,DCA,15,23,0
OO,MSP,DSM,15,18,0
OO,MSP,MEM,-4,8,0
OO,DSM,DEN,-200,-200,1
UA,RNO,DEN,-2,-2,0
UA,ORD,DEN,5,6,0
UA,EWR,BOS,41,61,0
US,PHX,IAH,-2,7,0
US,TPA,CLT,-200,-200,1
US,JFK,PHX,-5,-5,0
US,SJU,PHL,7,16,0
US,PHX,ORD,-2,4,0
US,PHL,MCO,2,4,0
US,FLL,DCA,14,23,0
US,PHX,BOS,23,39,0
US,RDU,MIA,-5,-8,0
VX,SFO,LAS,-4,1,0
VX,LAX,SFO,0,-4,0
WN,ATL,BOS,17,2,0
WN,BDL,BWI,17,17,0
WN,FLL,ATL,58,62,0
WN,MDW,ALB,1,2,0
WN,MDW,LAS,10,0,0
WN,MDW,MHT,13,12,0
WN,MDW,ORF,-2,-10,0
WN,MSY,DAL,66,72,0
WN,LAS,BWI,42,38,0
WN,LAX,ATL,57,60,0
WN,LGA,BNA,89,103,0
UA,IAH,LGA,16,4,0
WN,BWI,ALB,103,102,0
WN,BWI,RSW,10,0,0
WN,DAL,MCO,69,68,0
WN,SJC,DEN,13,12,0
WN,TPA,MSY,45,45,0
AA,LAX,JFK,0,11,0
AA,AUS,DFW,-7,-17,0
AA,DFW,DTW,-3,-21,0
AA,PIT,DFW,20,11,0
AA,LAX,ORD,-4,0,0
AA,DFW,LAX,16,11,0
AS,SEA,SAN,1,-7,0
AS,SEA,LAS,-5,-16,0
B6,EWR,FLL,4,2,0
B6,LGA,SRQ,1,11,0
B6,JFK,FLL,0,0,0
DL,IAD,ATL,6,-2,0
DL,LAX,DTW,4,9,0
DL,PBI,DTW,27,32,0
DL,RSW,DTW,-9,-24,0
DL,DEN,MSP,14,44,0
DL,MCO,ATL,-5,-11,0
DL,LAX,ATL,-2,5,0
DL,ATL,LAX,50,19,0
DL,RDU,ATL,-3,0,0
EV,BNA,DTW,-1,-22,0
EV,SGF,ATL,-5,-9,0
HA,LAX,OGG,14,23,0
MQ,CHS,DFW,121,123,0
MQ,ORD,CID,40,31,0
MQ,LAW,DFW,74,70,0
MQ,TLH,DFW,7,12,0
NK,RSW,BOS,41,39,0
